incident_number,state,district,block,village_name,other_areas,constituency,incident_summary,Matched_Location,latitude,longitude
306161301,Chhattisgarh,Kanker,,Chignar,,Antagarh,"A Maoist, identified as Budhram Markam, was arrested during a joint search operation of District Force and BSF from Chingnar village under Tadoki Police Station limits in Kanker District.","kanker, chingnar",81.1639,19.9567
306161401,Chhattisgarh,Bijapur,,,,,"Three CPI-Maoist cadres, two of them carrying a reward of INR 100, 000 each on their heads, surrendered in Bijapur District of Chhattisgarh.","chhattisgarh, bijapur",,
306170601,Chhattisgarh,Dantewada,,,,,Maoists killed four tribals working for the anti-Maoist movement Salwa Judum in the Farsegarh Police station area of Dantewada District.,dantewada,,
306170701,Chhattisgarh,Bijapur,,Gangallur,,Bijapur,"Three CPI-Maoist cadres were killed by the Police in an encounter near Gangallur village in the Bijapur District. Maoists reportedly opened fire towards a Police party who were returning from a combing operation. Police personnel retaliated and during subsequent search operations, recovered three dead bodies of the CPI-Maoist cadres along with one 12-bore rifle, one home-made rifle and a live landmine from the incident site.","bijapur, gangallur, bijapur",80.9972,18.7656
306170702,Chhattisgarh,Bijapur,,Tikler,Cherpal Police station,Bijapur,Two Special Police Officers were injured in a CPI-Maoist-triggered ‘pressure bomb’ explosion in the Tikler area under Cherpal Police station in the Bijapur District.,"bijapur, tikler, cherpal police station, bijapur",80.91819,18.810951
306170801,Chhattisgarh,Kanker,,,,,"A CRPF trooper was killed and three other troopers were seriously injured in a remote forested stretch of Kanker District when the CPI-Maoist cadres attacked a combing team. Pawan Deo, Deputy Inspector General of Police in Kanker said that the 48-member combing team of the CRPF and the District Force came under attack by the Maoists who used grenades and guns. Following an hour-long gun battle, the CRPF troopers found abandoned shoes and blood marks at the site suggesting that the Maoists too had suffered injuries",kanker,,
306170802,Chhattisgarh,Kanker,,Kondagaon,,Antagarh,"The CRPF personnel and the Maoists were engaged in a two-hour long encounter near Kondagaon in the Kanker District. The encounter followed after two CRPF platoons, on their way to a nearby village following information that the Maoists had killed a trader, came under attacks by the extremists. CRPF head constable Devidas was killed in the encounter while another head constable Shatrughan Singh Yadav and constable Grijashankar sustained serious injuries.","kanker, kondagaon",81.092,20.82
306171301,Chhattisgarh,Bijapur,,,,,"Four CPI-Maoist cadres, identified as Nupu Bojja (20), Kunjam Dewa (30), Madvi Budhlal (25) and Dhodi Lakhmu (35), were arrested during a joint search operation in Bijapur District.",bijapur,,
306171302,Chhattisgarh,Bijapur,,,,,"A Maoist couple, identified as Jagat Lekam (25) and his wife Vimla Karam (24), surrendered before the Police in Bijapur District.",bijapur,,
306171303,Chhattisgarh,Kondagaon,,,,,An Assistant Constable was hacked to death by CPI-Maoist cadres in Kondagaon District.,kondagaon,,
306171401,Chhattisgarh,Kanker,,,Kodekurse,Bhanupratappur,"Police arrested CPI-Maoist cadre, Mandoram Tulahi from Kodekurse Police Station limits in Kanker District of Chhattisgarh.","chhattisgarh, kanker, kodekurse",80.9281,20.2854
306171402,Chhattisgarh,Bijapur,,,Bhairamgarh,Bijapur assembly constituency,"Two CPI-Maoist cadres, Sukmati (19) and her associate Jogo Madkami (20) were rounded up from Bhairamgadh Police Station limits of Bijapur District.","bijapur, bhairamgadh",81.013,19.032015
306180601,Chhattisgarh,Dantewada,,Madimalai,,,Two Maoists were killed during a joint operation by the Chhattisgarh and Andhra Pradesh Police near Madimalai village in the Dantewada District.,"chhattisgarh, dantewada, madimalai",,
306180701,Chhattisgarh,Dantewada,,Pinkonda,,Bijapur assembly constituency,"A civilian, identified as Durgaram, was killed by cadres of the CPI-Maoist at Pinkonda village in the Dantewada District. Durgaram was labeled as Police informer by the CPI-Maoist.","dantewada, pinkonda",81.013,19.032015
306180703,Chhattisgarh,Sarguja,Rajpur,Patrapara,,Samri,Two CPI-Maoist cadres were reportedly caught and later on handed over to the Police by villagers at Patrapara under Rajpur block in the Sarguja District. Three ‘Tiffin bombs’ and two swords were recovered from the Maoists.,"sarguja, rajpur, patrapara",83.427,23.2984
306180801,Chhattisgarh,Dantewada,,Murligura,,,"A constable was killed and eight SPOs went missing after armed Maoists attacked them at a forested stretch near village Murligura, close to the Andhra Pradesh border, in the Dantewada District. ""Armed insurgents, who were waiting for the eight-member SPO team led by a Police constable, opened indiscriminate fire at the team. The constable was killed on the spot,"" Dantewada District Superintendent of Police Rahul Sharma told.","dantewada, murligura",,
306180802,Chhattisgarh,Kanker,,Lakshmipura,,Antagarh,Maoists set ablaze an earth moving machine engaged in road construction at Lakshmipura under Pakhanjur Police station in the Kanker District.,"kanker, lakshmipura",80.6253,20.0369
306181501,Chhattisgarh,Kanker,,Amabeda,,Antagarh,Two CPI-Maoist cadres were arrested during a search operation carried out in Amabeda area in Kanker District. Both the Maoists were members of a Maoist Janmilitia and used to provide logistic support to guerrillas.,"kanker, amabeda",81.2463,20.1127
306181502,Chhattisgarh,Dantewada,,,Aranpur Police Station,Dantewada assembly constituency,"A woman Maoist cadre who was allegedly involved in an attack on a Police anti-landmine vehicle in Dantewada District was arrested. The woman cadre identified as Bheme Muchaki, was arrested by a joint team of SFs from a forested patch under Aranpur Police Station limits. Muchaki was active as a member of Malangir LOS and security guard of a prominent Maoist leader in the area.","dantewada, aranpur police station",81.346817,18.604963
306181601,Chhattisgarh,Bijapur,,,Gangaloor Police Station,Bijapur,"A CRPF trooper was injured in an IED blast triggered by the CPI-Maoist cadres in Bijapur District. The incident took place in the forests of Gangaloor Police Station area when a team of CRPF's elite CoBRA unit was carrying out a search-cum-area domination operation in the region, a CRPF official said.","bijapur, gangaloor police station, bijapur",80.91819,18.810951
306190501,Chhattisgarh,Dantewada,,Kotrapal,2005,Bijapur,CPI-Maoist cadres kill eight civilians and injure 100 others near Kotrapal village in the Dantewada District.,"dantewada, kotrapal",80.959,18.89443779
306190801,Chhattisgarh,Dantewada,,Banda,,Konta assembly constituency,"Three SPOs were killed by CPI-Maoist in Banda Police station limits of Dantewada District. The SPOs were abducted by the Maoists along with five other civilian Police following an encounter in the forests, seven kilometers away from Konta town on June 18. The SPOs were taken to a Maoist camp in the forests blind-folded where they were asked to distance themselves from the Salwa Judum and the Police. Five of them were then let off and three others - Gopal, Bhadru and Lakshmaiah, were shot dead and their bodies abandoned near Banda village.","dantewada, banda",81.413078,17.945263
306191002,Chhattisgarh,Kanker,,Masoor Pipli,,Antagarh,Six Naxals (Left wing extremists) were arrested in Kanker District.,kanker,80.6253,20.0369
306191301,Chhattisgarh,Bijapur,,Timirguda,Nayapara,Bijapur assembly constituency,"Two CPI-Maoist cadres, identified as Michha Rajesh (25) and Michha Suresh (22), were arrested by security personnel between Timirguda and Nayapara villages of Bijapur District.","bijapur, timirguda, nayapara",80.91819,18.810951
306200601,Chhattisgarh,Dantewada,,Chikuarguda,Konta,Konta,"Maoists killed seven persons and injured two others at Chikuarguda in the Konta region, following their refusal to accompany the insurgents to attack a relief camp in the Dantewada District.","dantewada, chikuarguda, konta, konta",81.3831,17.8092
306200701,Chhattisgarh,Bastar,,Ghanora,,Keshkal,"CPI-Maoist cadres shot dead a Police personnel, identified as Anil Devangan, in a gun battle at Ghanora village in the Bastar District. Two Police personnel sustained injuries in the incident which occurred when the Maoists challenged and opened fire towards a Police party conducting combing operations in the area. The Maoists later managed to escape.","bastar, ghanora",81.4463,19.9943
306200901,Chhattisgarh,Dantewada,,Tongpal,Kokanara,Konta assembly constituency,"12 CRPF personnel were killed in the landmine blast triggered by the CPI-Maoist cadres at Tonagapal in Dantewada District in the evening. About a dozen CRPF troopers sustained multiple injuries in the incident. The attack was meticulously planned, as the CPI-Maoist cadres set ablaze a few trucks of a private contractor in Tongpal village, about 100 kilometers from Dantewada in the same morning. The CRPF personnel along with State Police personnel left for Tongpal. After patrolling the area, the Security Force (SF) personnel were returning to Dantewada when they were trapped into the Maoist ambush near Kokanara village in the evening. The Maoists allowed jeeps to pass and targeted the mini-truck, carrying 20 SF personnel, which was last on the row to inflict maximum casualty. The Maoists also opened fire at the ambushed patrol, but the troopers instantly retaliated, killing seven insurgents. The bodies of seven insurgents were recovered.","dantewada, tongpal, kokanara",81.413078,17.945263
306200902,Chhattisgarh,Bijapur,,,Bhopalpatnam,Konta assembly constituency,"The Maoists shot dead a senior divisional officer of the State Government in Bijapur District after he was abducted, an official statement said. The bullet-ridden body of M.D. Gandhi, a sub-divisional officer with the water resource department, was found in a forested area in the District, the statement said. Gandhi was adducted at gun point by the Maoists on June 20 when he was en route to Bhopalpatnam area on a motorcycle.","bijapur, bhopalpatnam",81.556801,18.421059
306201101,Chhattisgarh,Bijapur,,,Sitapur,Bijapur assembly constituency,"Two CPI-Maoist cadres were killed in a 90-minute gunbattle between the search squad of the State Police and 40 Maoist cadres in the forest region of Sitapur area in Bijapur District. The Police said the gun battle began when the search squad of CAF, SPOs, and District Force was attacked by armed Maoists. The troopers returned fire and two Maoists were killed. The bodies have also been recovered, Police officials added. The Police have recovered some explosives, an AK-47 and Maoist literature from the site.","bijapur, sitapur",80.91819,18.810951
306201102,Chhattisgarh,Raipur,,,Nayapara,Raipur City South,"A report said Maoists abducted three villagers identified as Poonam Doga (55), Hemla Gudia (50) and Semal Laxman (40) from Nayapara Relief Camp near the Raipur District Headquarters.","raipur, nayapara",87.0237,21.5874
306201501,Chhattisgarh,Dantewada,,,,,"A CAF personnel - Mangdu Takka - was killed in a CPI-Maoist attack in Dantewada District. The CAF personnel had gone to a local weekly market when the Maoist cadres opened fire on him. Takka died on the spot and four other villagers sustained minor bullet injuries, said the Police.",dantewada,,
306201502,Chhattisgarh,Sukma,,,Gadiras Police Station,Konta assembly constituency,"Police arrested two cadres of the CPI-Maoist, identified as Kartami Mukesh alias Mukka and Kawasi Deva, during a search operation carried out in a village under Gadiras Police Station limits in Sukma District. The arrested Maoist duo were members of Maoist Janmilitia team active in Gadiras region and were involved in incidents like damaging roads and helping Naxals.","sukma, gadiras police station",81.556801,18.421059
